split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,0,1,10.12,6,Red,top,V1per,Dignitas,Volibear,Varus,Syndra,Aphelios,LeBlanc,Azir,1966,0,0,3,2,5,11,0,0,0,0,1,0,1,0,0.1526,0.4883,1,0,3971,121.1902,0.0925231,528.9217,532.1872,18,0.5493,3,0.0916,7,32,0.9766,10234,5948,181.5259,0.185712,9958,231,224,7,1,0,7.0498,3028,4506,68,3438,5000,87,-410,-494,-19,4625,7249,118,5718,7152,131,-1093,97,-13
Summer,0,1,10.12,7,Red,jng,Akaadian,Dignitas,Nidalee,Varus,Syndra,Aphelios,LeBlanc,Azir,1966,0,0,3,4,5,11,0,0,0,0,1,0,1,0,0.1526,0.4883,0,0,10710,326.8566,0.24954,947.0295,429.5524,35,1.0682,20,0.6104,12,80,2.4415,9942,5656,172.6144,0.176595,9450,218,40,178,131,15,6.6531,3063,3509,61,3222,3222,50,-159,287,11,4697,5808,104,5307,5154,87,-610,654,17
Summer,0,1,10.12,8,Red,mid,Froggen,Dignitas,Twisted Fate,Varus,Syndra,Aphelios,LeBlanc,Azir,1966,0,2,2,1,5,11,0,0,0,0,1,1,0,0,0.1526,0.4883,0,2,9343,285.1373,0.217689,564.4456,378.7996,13,0.3967,1,0.0305,3,16,0.4883,13539,9253,282.3906,0.288907,13350,281,268,13,12,0,8.5758,4071,4565,89,3662,4859,85,409,-294,4,6235,7139,138,5549,7656,145,686,-517,-7
Summer,0,1,10.12,9,Red,bot,Johnsun,Dignitas,Ashe,Varus,Syndra,Aphelios,LeBlanc,Azir,1966,0,2,2,1,5,11,0,0,0,0,0,0,0,0,0.1526,0.4883,0,1,15212,464.2523,0.354435,355.7884,166.3886,14,0.4273,6,0.1831,4,38,1.1597,12766,8480,258.7996,0.264771,11900,297,289,8,8,0,9.0641,3380,3151,90,3170,3141,83,210,10,7,5730,5488,139,4770,5484,125,960,4,14
Summer,0,1,10.12,10,Red,sup,aphromoo,Dignitas,Thresh,Varus,Syndra,Aphelios,LeBlanc,Azir,1966,0,1,1,3,5,11,0,0,0,0,0,0,0,0,0.1526,0.4883,0,0,3683,112.4008,0.0858128,278.4842,261.119,40,1.2208,9,0.2747,13,63,1.9227,6977,2691,82.1261,0.0840159,6825,30,30,0,0,0,0.9156,2452,2929,17,1963,2314,13,489,615,4,3750,3937,23,2964,3238,19,786,699,4
Spring,0,1,10.05,6,Red,top,Huni,Dignitas,Fiora,Senna,Sett,Ornn,LeBlanc,Olaf,1682,0,1,2,2,7,20,0,0,0,0,0,0,0,0,0.2497,0.9631,0,1,8669,309.239,0.223474,491.6647,660.6421,13,0.4637,5,0.1784,4,30,1.0702,9477,5770,205.8264,0.251898,9000,227,223,4,4,0,8.0975,3178,4433,76,3158,4414,76,20,19,0,4553,6705,113,5367,7738,137,-814,-1033,-24
Spring,0,1,10.05,7,Red,jng,Akaadian,Dignitas,Gragas,Senna,Sett,Ornn,LeBlanc,Olaf,1682,0,4,3,2,7,20,0,0,0,0,0,0,0,0,0.2497,0.9631,0,1,10656,380.1189,0.274696,785.3864,586.8014,14,0.4994,0,0,10,18,0.6421,8250,4543,162.0571,0.198332,8050,127,12,115,97,0,4.5303,3389,3148,52,2964,3354,58,425,-206,-6,4762,4992,81,4578,4979,84,184,13,-3
Spring,0,1,10.05,8,Red,mid,Froggen,Dignitas,Qiyana,Senna,Sett,Ornn,LeBlanc,Olaf,1682,0,1,6,2,7,20,0,0,0,0,0,0,0,1,0.2497,0.9631,0,0,6553,233.7574,0.168927,465.5886,232.7586,28,0.9988,17,0.6064,6,61,2.176,8489,4782,170.5826,0.208766,7950,190,187,3,1,0,6.7776,3005,4242,71,4024,5254,90,-1019,-1012,-19,4579,6677,116,6162,8157,153,-1583,-1480,-37
Spring,0,1,10.05,9,Red,bot,Johnsun,Dignitas,Syndra,Senna,Sett,Ornn,LeBlanc,Olaf,1682,0,1,4,3,7,20,0,0,0,0,0,0,0,0,0.2497,0.9631,0,1,10238,365.2081,0.26392,397.063,188.2402,8,0.2854,6,0.214,4,33,1.1772,9570,5863,209.1439,0.255958,8925,239,235,4,0,0,8.5256,3086,3227,76,3416,3359,67,-330,-132,9,5001,5944,136,5045,5054,113,-44,890,23
Spring,0,1,10.05,10,Red,sup,aphromoo,Dignitas,Nautilus,Senna,Sett,Ornn,LeBlanc,Olaf,1682,0,0,5,5,7,20,0,0,0,0,0,0,0,0,0.2497,0.9631,0,0,2676,95.4578,0.0689833,452.2473,719.7503,25,0.8918,9,0.321,10,47,1.6766,5655,1948,69.4887,0.0850462,5100,31,31,0,0,0,1.1058,2110,2233,10,2280,2478,11,-170,-245,-1,3064,3523,17,3312,3867,21,-248,-344,-4
Summer,0,1,10.12,1,Blue,top,Lourlo,Dignitas,Ornn,Syndra,Kalista,Trundle,Aatrox,Gangplank,2776,0,2,0,3,9,10,0,0,0,0,0,0,0,0,0.1945,0.4107,0,2,11311,244.4741,0.20315,707.1182,1331.1744,21,0.4539,7,0.1513,4,42,0.9078,17727,11788,254.7839,0.238159,16900,419,404,15,7,0,9.0562,3390,4602,78,3990,4759,85,-600,-157,-7,5094,7290,130,5948,7767,137,-854,-477,-7
Summer,0,1,10.12,2,Blue,jng,Akaadian,Dignitas,Olaf,Syndra,Kalista,Trundle,Aatrox,Gangplank,2776,0,1,5,1,9,10,0,0,0,0,0,0,0,0,0.1945,0.4107,0,0,13342,288.3718,0.239628,795.2161,783.0692,14,0.3026,18,0.389,14,65,1.4049,13676,7737,167.2262,0.156317,12375,268,89,179,134,3,5.7925,3131,3620,71,3131,3182,56,0,438,15,5021,5527,106,5337,5524,94,-316,3,12
Summer,0,1,10.12,3,Blue,mid,Froggen,Dignitas,Karma,Syndra,Kalista,Trundle,Aatrox,Gangplank,2776,0,0,2,7,9,10,0,0,0,0,1,0,1,0,0.1945,0.4107,0,0,7562,163.4438,0.135817,250.4179,225.1297,29,0.6268,2,0.0432,13,42,0.9078,14790,8851,191.304,0.178823,13675,319,299,20,20,0,6.8948,3487,4468,89,3703,4813,91,-216,-345,-2,5782,7341,142,6277,8013,147,-495,-672,-5
Summer,0,1,10.12,4,Blue,bot,Johnsun,Dignitas,Aphelios,Syndra,Kalista,Trundle,Aatrox,Gangplank,2776,0,6,1,0,9,10,0,0,0,0,1,1,0,0,0.1945,0.4107,0,1,19651,424.7334,0.35294,133.0548,515.8357,24,0.5187,29,0.6268,7,82,1.7723,23889,17950,387.9683,0.36265,20950,544,513,31,20,0,11.7579,3591,3129,81,3199,3225,79,392,-96,2,5737,5506,124,5934,5921,126,-197,-415,-2
Summer,0,1,10.12,5,Blue,sup,aphromoo,Dignitas,Thresh,Syndra,Kalista,Trundle,Aatrox,Gangplank,2776,0,0,2,6,9,10,0,0,0,0,1,0,1,0,0.1945,0.4107,0,0,3812,82.3919,0.0684651,235.1801,127.3919,66,1.4265,14,0.3026,20,122,2.6369,9109,3170,68.5159,0.0640505,8650,35,31,4,4,0,0.7565,2286,2705,17,2191,2527,19,95,178,-2,3310,3441,23,3592,4106,25,-282,-665,-2
Summer,0,1,10.13,1,Blue,top,Lourlo,Dignitas,Ornn,Trundle,Orianna,Ezreal,Gangplank,Rakan,1680,1,2,0,9,14,5,1,0,0,0,0,0,0,0,0.5,0.6786,0,0,8786,313.7857,0.187127,332.0714,582,13,0.4643,1,0.0357,5,20,0.7143,9913,6210,221.7857,0.197469,9150,219,219,0,0,0,7.8214,2944,4529,64,3218,4171,73,-274,358,-9,4496,6914,106,5692,7056,129,-1196,-142,-23
Summer,0,1,10.13,2,Blue,jng,Dardoch,Dignitas,Lee Sin,Trundle,Orianna,Ezreal,Gangplank,Rakan,1680,1,1,1,6,14,5,0,0,0,0,0,0,0,0,0.5,0.6786,0,0,6478,231.3571,0.137971,731.1071,807.1071,15,0.5357,5,0.1786,10,26,0.9286,8596,4893,174.75,0.155592,8275,143,17,126,82,10,5.1071,3340,3236,56,3374,3373,66,-34,-137,-10,5030,4832,82,5076,5754,107,-46,-922,-25
Summer,0,1,10.13,3,Blue,mid,Fenix,Dignitas,Azir,Trundle,Orianna,Ezreal,Gangplank,Rakan,1680,1,5,1,7,14,5,1,0,0,0,0,0,0,1,0.5,0.6786,0,0,11756,419.8571,0.250383,431.7857,254.9286,8,0.2857,10,0.3571,4,32,1.1429,11590,7887,281.6786,0.250793,10900,254,214,40,36,0,9.0714,4146,4603,83,3147,4220,69,999,383,14,6061,7414,140,5002,7228,128,1059,186,12
Summer,0,1,10.13,4,Blue,bot,Johnsun,Dignitas,Varus,Trundle,Orianna,Ezreal,Gangplank,Rakan,1680,1,6,1,8,14,5,1,1,0,0,0,0,0,0,0.5,0.6786,1,0,17707,632.3929,0.37713,205,245.75,14,0.5,9,0.3214,6,40,1.4286,13359,9656,344.8571,0.307043,11450,283,263,20,12,4,10.1071,3521,3465,91,3330,3029,78,191,436,13,6099,5567,145,4749,4684,119,1350,883,26
Summer,0,1,10.13,5,Blue,sup,aphromoo,Dignitas,Thresh,Trundle,Orianna,Ezreal,Gangplank,Rakan,1680,1,0,2,10,14,5,0,0,0,0,0,0,0,0,0.5,0.6786,0,0,2225,79.4643,0.0473888,271.1786,263.7857,34,1.2143,9,0.3214,13,59,2.1071,6505,2802,100.0714,0.089103,5825,30,30,0,0,0,1.0714,2098,2894,12,2506,2611,15,-408,283,-3,3553,4670,22,3446,3440,21,107,1230,1
Spring,0,1,10.05,1,Blue,top,Huni,Dignitas,Fiora,Syndra,Tahm Kench,Aphelios,Olaf,Sylas,1924,1,2,4,10,22,7,0,0,0,0,0,0,0,0,0.6861,0.9044,0,0,14586,454.8649,0.174455,669.3555,985.3846,15,0.4678,8,0.2495,4,37,1.1538,13501,9300,290.0208,0.22588,13633,265,234,31,7,18,8.264,3155,4355,76,2930,4010,71,225,345,5,5452,6930,122,5351,7100,122,101,-170,0
Spring,0,1,10.05,2,Blue,jng,Akaadian,Dignitas,Pantheon,Syndra,Tahm Kench,Aphelios,Olaf,Sylas,1924,1,4,2,10,22,7,1,0,0,0,1,1,0,0,0.6861,0.9044,0,0,13530,421.9335,0.161825,861.736,620.8316,14,0.4366,10,0.3119,15,36,1.1227,12115,7914,246.7983,0.192218,11200,191,25,166,87,20,5.9563,3496,3639,61,3429,4167,79,67,-528,-18,5049,5267,91,5432,6994,136,-383,-1727,-45
Spring,0,1,10.05,3,Blue,mid,Froggen,Dignitas,Rumble,Syndra,Tahm Kench,Aphelios,Olaf,Sylas,1924,1,7,1,12,22,7,0,0,0,0,0,0,0,0,0.6861,0.9044,1,0,37122,1157.6507,0.443995,541.5281,438.9293,18,0.5613,1,0.0312,7,23,0.7173,13164,8963,279.5114,0.217696,11925,235,227,8,4,4,7.3285,4013,4729,83,3260,4595,82,753,134,1,5950,7863,135,4898,7355,127,1052,508,8
Spring,0,1,10.05,4,Blue,bot,Johnsun,Dignitas,Kai'Sa,Syndra,Tahm Kench,Aphelios,Olaf,Sylas,1924,1,8,0,3,22,7,3,2,0,0,0,0,0,0,0.6861,0.9044,0,0,16825,524.6881,0.201234,422.0894,301.2786,13,0.4054,17,0.5301,6,53,1.6528,15842,11641,363.0249,0.282736,14100,357,311,46,26,2,11.1331,3413,3232,93,3447,3371,98,-34,-139,-5,5645,6204,163,5394,6203,155,251,1,8
Spring,0,1,10.05,5,Blue,sup,aphromoo,Dignitas,Thresh,Syndra,Tahm Kench,Aphelios,Olaf,Sylas,1924,1,1,0,11,22,7,0,0,0,0,0,0,0,0,0.6861,0.9044,0,0,1546,48.2121,0.0184908,266.2266,348.2432,43,1.341,14,0.4366,12,90,2.8067,7555,3354,104.5946,0.0814695,6750,37,37,0,0,0,1.1538,1980,2766,14,2028,2707,12,-48,59,2,3159,4126,25,3214,3819,19,-55,307,6
Summer,0,1,10.14,6,Red,top,V1per,Dignitas,Wukong,Twisted Fate,Volibear,Ashe,Camille,Malphite,1727,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0.139,0,0,2999,104.1922,0.134207,508.9056,371.6039,10,0.3474,4,0.139,1,19,0.6601,8973,5174,179.7568,0.232998,8608,210,210,0,0,0,7.2959,2884,4463,71,3617,5021,97,-733,-558,-26,4332,7028,108,5617,7918,154,-1285,-890,-46
Summer,0,1,10.14,7,Red,jng,Dardoch,Dignitas,Trundle,Twisted Fate,Volibear,Ashe,Camille,Malphite,1727,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.139,0,0,1016,35.2982,0.0454668,900.6601,729.5541,12,0.4169,9,0.3127,9,36,1.2507,7935,4136,143.6943,0.186257,7475,160,12,148,121,4,5.5588,3107,3296,64,3448,4269,84,-341,-973,-20,4578,5190,99,5236,6537,125,-658,-1347,-26
Summer,0,1,10.14,8,Red,mid,Fenix,Dignitas,Zoe,Twisted Fate,Volibear,Ashe,Camille,Malphite,1727,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.139,0,0,9372,325.6051,0.419404,250.9786,112.5304,8,0.2779,5,0.1737,4,23,0.7991,9797,5998,208.3845,0.270102,9300,278,258,20,20,0,9.6584,3376,4988,96,3324,4847,91,52,141,5,5350,8199,160,5491,8004,154,-141,195,6
Summer,0,1,10.14,9,Red,bot,Johnsun,Dignitas,Kog'Maw,Twisted Fate,Volibear,Ashe,Camille,Malphite,1727,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0.139,0,2,7446,258.6914,0.333214,375.1824,201.4708,15,0.5211,3,0.1042,7,24,0.8338,9622,5823,202.3046,0.262222,9475,262,262,0,0,0,9.1025,3285,2998,84,3422,3339,97,-137,-341,-13,5219,5203,146,5821,5631,160,-602,-428,-14
Summer,0,1,10.14,10,Red,sup,aphromoo,Dignitas,Lulu,Twisted Fate,Volibear,Ashe,Camille,Malphite,1727,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0.139,0,0,1513,52.5651,0.0677079,203.1384,109.2994,23,0.7991,6,0.2085,13,39,1.355,4874,1075,37.348,0.0484213,4350,7,7,0,0,0,0.2432,1958,2634,1,1893,2583,0,65,51,1,2675,4176,2,2713,4068,1,-38,108,1
Spring,0,1,10.06,6,Red,top,Huni,Dignitas,Mordekaiser,Senna,Renekton,Varus,Rakan,Morgana,3406,1,1,7,3,13,15,0,0,0,0,0,0,0,0,0.229,0.4932,0,0,20252,356.7587,0.161787,715.7017,607.9624,19,0.3347,9,0.1585,10,51,0.8984,17591,10367,182.6248,0.17897,17100,337,317,20,16,4,5.9366,2645,4106,61,3359,4825,93,-714,-719,-32,4110,6754,101,5130,7374,144,-1020,-620,-43
Spring,0,1,10.06,7,Red,jng,Akaadian,Dignitas,Olaf,Senna,Renekton,Varus,Rakan,Morgana,3406,1,1,1,5,13,15,0,0,0,0,1,0,1,0,0.229,0.4932,0,0,10299,181.4269,0.0822755,808.2208,871.286,17,0.2995,30,0.5285,16,89,1.5678,16337,9113,160.5344,0.157322,14900,281,59,222,147,8,4.9501,2924,3046,60,2903,2916,56,21,130,4,4655,5559,107,4959,4899,89,-304,660,18
Spring,0,1,10.06,8,Red,mid,Froggen,Dignitas,Orianna,Senna,Renekton,Varus,Rakan,Morgana,3406,1,2,1,6,13,15,0,0,0,0,1,1,0,0,0.229,0.4932,0,0,38787,683.2707,0.309857,312.5073,313.4938,10,0.1762,25,0.4404,6,66,1.1627,21270,14046,247.4339,0.242481,20450,456,408,48,47,0,8.0329,3425,4727,97,3304,4431,94,121,296,3,5067,6880,140,5029,6929,144,38,-49,-4
Spring,0,1,10.06,9,Red,bot,Johnsun,Dignitas,Aphelios,Senna,Renekton,Varus,Rakan,Morgana,3406,1,7,1,3,13,15,1,1,0,0,1,0,1,0,0.229,0.4932,2,2,46731,823.212,0.373319,229.3423,559.3952,21,0.3699,27,0.4756,4,99,1.744,26220,18996,334.633,0.327934,21000,558,503,55,39,3,9.8297,3437,3611,92,3301,3603,88,136,8,4,5031,5553,140,5626,5760,142,-595,-207,-2
Spring,0,1,10.06,10,Red,sup,aphromoo,Dignitas,Nautilus,Senna,Renekton,Varus,Rakan,Morgana,3406,1,2,5,8,13,15,1,0,0,0,1,0,1,0,0.229,0.4932,0,0,9108,160.4463,0.072761,710.0998,1355.9542,82,1.4445,16,0.2819,20,138,2.431,12628,5404,95.1967,0.0932929,11500,50,50,0,0,0,0.8808,2162,2419,14,2182,2617,16,-20,-198,-2,3200,3609,21,3486,3808,27,-286,-199,-6
Spring,0,1,10.02,6,Red,top,Huni,Dignitas,Kennen,Akali,Rumble,Xayah,Jarvan IV,LeBlanc,2014,0,1,2,2,6,13,0,0,0,0,1,0,1,0,0.1787,0.566,0,1,11793,351.3307,0.267688,418.0636,397.1202,11,0.3277,13,0.3873,5,43,1.281,13049,8665,258.143,0.281553,12475,332,324,8,8,0,9.8908,3184,4817,74,2862,4068,70,322,749,4,5130,8008,135,4539,6726,122,591,1282,13
Spring,0,1,10.02,7,Red,jng,Grig,Dignitas,Elise,Akali,Rumble,Xayah,Jarvan IV,LeBlanc,2014,0,2,4,1,6,13,0,0,0,0,1,1,0,0,0.1787,0.566,0,0,4458,132.8103,0.101192,539.2552,226.6534,7,0.2085,7,0.2085,5,25,0.7448,9213,4829,143.863,0.156907,8275,154,15,139,105,0,4.5879,3397,3103,59,2880,3249,62,517,-146,-3,4750,4802,90,4182,4574,88,568,228,2
Spring,0,1,10.02,8,Red,mid,Froggen,Dignitas,Vel'Koz,Akali,Rumble,Xayah,Jarvan IV,LeBlanc,2014,0,1,2,2,6,13,0,0,0,0,0,0,0,0,0.1787,0.566,0,0,11192,333.426,0.254046,259.8709,122.0854,22,0.6554,5,0.149,12,36,1.0725,10901,6517,194.1509,0.211756,10685,271,258,13,13,0,8.0735,3406,4928,96,3562,4718,99,-156,210,-3,5296,8172,154,5710,7653,157,-414,519,-3
Spring,0,1,10.02,9,Red,bot,Johnsun,Dignitas,Aphelios,Akali,Rumble,Xayah,Jarvan IV,LeBlanc,2014,0,2,1,1,6,13,0,0,0,0,0,0,0,0,0.1787,0.566,0,0,14195,422.8898,0.322211,181.4896,238.6594,13,0.3873,7,0.2085,4,39,1.1619,12465,8081,240.7448,0.262576,11325,315,283,32,32,0,9.3843,3182,2950,82,3462,3228,99,-280,-278,-17,4938,5357,136,5323,6055,155,-385,-698,-19
Spring,0,1,10.02,10,Red,sup,aphromoo,Dignitas,Braum,Akali,Rumble,Xayah,Jarvan IV,LeBlanc,2014,0,0,4,4,6,13,0,0,0,0,0,0,0,0,0.1787,0.566,0,0,2417,72.006,0.0548632,424.29,412.999,50,1.4896,23,0.6852,18,108,3.2175,7068,2684,79.9603,0.0872079,6950,42,42,0,0,0,1.2512,2070,2709,12,2015,2793,11,55,-84,1,3257,4008,24,3073,3560,19,184,448,5
Spring,0,1,10.02,1,Blue,top,Huni,Dignitas,Gangplank,Elise,Sett,Irelia,Gragas,LeBlanc,1957,0,1,4,1,2,16,0,0,0,0,0,0,0,0,0.0613,0.5519,0,0,12443,381.4921,0.302985,601.6863,357.21,6,0.184,3,0.092,2,19,0.5825,11547,7279,223.1681,0.277367,10383,259,253,6,6,0,7.9407,3057,3415,60,2823,4347,68,234,-932,-8,4600,5466,98,4952,7179,122,-352,-1713,-24
Spring,0,1,10.02,2,Blue,jng,Grig,Dignitas,Rek'Sai,Elise,Sett,Irelia,Gragas,LeBlanc,1957,0,0,5,1,2,16,0,0,0,0,0,0,0,1,0.0613,0.5519,0,0,4025,123.4032,0.0980082,837.5473,493.0608,7,0.2146,10,0.3066,6,31,0.9504,7702,3434,105.2836,0.130856,7325,135,12,123,114,0,4.139,2873,2598,53,3589,3536,66,-716,-938,-13,4202,4123,79,5424,5162,95,-1222,-1039,-16
Spring,0,1,10.02,3,Blue,mid,Froggen,Dignitas,Orianna,Elise,Sett,Irelia,Gragas,LeBlanc,1957,0,1,2,0,2,16,0,0,0,0,0,0,0,0,0.0613,0.5519,0,0,14779,453.1119,0.359867,513.9397,307.9407,14,0.4292,6,0.184,4,28,0.8585,11608,7340,225.0383,0.279692,11500,293,257,36,32,0,8.9831,3112,4470,85,3310,3920,69,-198,550,16,5302,7850,153,5242,6308,112,60,1542,41
Spring,0,1,10.02,4,Blue,bot,Johnsun,Dignitas,Senna,Elise,Sett,Irelia,Gragas,LeBlanc,1957,0,0,2,2,2,16,0,0,0,0,0,0,0,0,0.0613,0.5519,0,1,7329,224.7011,0.17846,470.2197,213.2959,13,0.3986,7,0.2146,5,25,0.7665,10545,6277,192.4476,0.239187,10025,266,262,4,4,0,8.1553,3139,2830,79,3183,2998,84,-44,-168,-5,5119,5079,141,5495,5357,152,-376,-278,-11
Spring,0,1,10.02,5,Blue,sup,aphromoo,Dignitas,Tahm Kench,Elise,Sett,Irelia,Gragas,LeBlanc,1957,0,0,3,1,2,16,0,0,0,0,0,0,0,0,0.0613,0.5519,0,0,2492,76.4027,0.0606798,637.8947,597.5779,49,1.5023,12,0.3679,19,80,2.4527,6181,1913,58.651,0.0728985,5975,32,32,0,0,0,0.9811,1886,1882,8,2353,2520,13,-467,-638,-5,3054,3509,18,3756,4365,22,-702,-856,-4
Spring,0,1,10.01,6,Red,top,Huni,Dignitas,Renekton,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,2,0,5,15,4,1,0,0,0,0,0,0,0,0.373,0.4724,0,0,10139,252.1094,0.142001,849.2748,1030.2942,13,0.3232,24,0.5968,9,67,1.666,14021,8823,219.3867,0.207361,12025,265,256,9,0,1,6.5893,3230,4369,79,2889,4264,69,341,105,10,5197,7569,133,4673,6514,115,524,1055,18
Spring,0,1,10.01,7,Red,jng,Grig,Dignitas,Elise,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,1,0,8,15,4,0,0,0,0,0,0,0,0,0.373,0.4724,0,0,11341,281.9975,0.158835,508.8935,338.591,37,0.92,21,0.5222,13,87,2.1633,11626,6428,159.8342,0.151072,11225,194,35,159,98,17,4.8239,2981,2935,56,3568,3396,70,-587,-461,-14,4789,5025,88,5136,4934,96,-347,91,-8
Spring,0,1,10.01,8,Red,mid,Froggen,Dignitas,Viktor,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,5,1,7,15,4,1,0,0,0,0,0,0,0,0.373,0.4724,0,0,24263,603.3071,0.339813,311.9105,302.6606,20,0.4973,13,0.3232,9,61,1.5168,16385,11187,278.1683,0.262921,16175,350,315,35,24,4,8.7029,3562,4930,89,3564,4404,85,-2,526,4,6291,8692,166,5210,6626,130,1081,2066,36
Spring,0,1,10.01,9,Red,bot,Johnsun,Dignitas,Ashe,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,5,1,6,15,4,1,0,0,0,0,0,0,0,0.373,0.4724,1,0,20850,518.4418,0.292013,259.3701,147.3518,25,0.6216,24,0.5968,13,94,2.3373,17386,12188,303.0584,0.286447,16525,347,298,49,37,4,8.6283,2994,2371,72,3075,2630,71,-81,-259,1,5073,4752,118,4998,4717,126,75,35,-8
Spring,0,1,10.01,10,Red,sup,aphromoo,Dignitas,Tahm Kench,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,2,2,8,15,4,0,0,0,0,0,0,0,1,0.373,0.4724,0,0,4808,119.5524,0.067338,349.4571,337.0245,56,1.3925,8,0.1989,19,91,2.2627,9121,3923,97.5466,0.0921981,7650,28,28,0,0,0,0.6962,1997,2284,11,2029,2345,9,-32,-61,2,3428,3356,17,3179,3450,19,249,-94,-2
