split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Spring,0,1,10.04,4,Blue,bot,Johnsun,Dignitas,Aphelios,Yuumi,Sett,Xayah,Gangplank,Rek'Sai,2231,0,2,2,6,15,12,0,0,0,0,0,0,0,0,0.4034,0.7261,0,0,13308,357.9023,0.18731,247.0193,408.0592,16,0.4303,17,0.4572,5,48,1.2909,15405,10578,284.4823,0.258775,14775,356,333,23,17,0,9.5742,3660,2801,83,3413,3157,83,247,-356,0,5633,4860,129,5486,4784,112,147,76,17
Summer,0,1,10.12,6,Red,top,Lourlo,Dignitas,Volibear,Varus,Twisted Fate,Aphelios,LeBlanc,Ekko,1737,0,0,2,0,4,8,0,0,0,0,0,0,0,0,0.1382,0.4145,0,0,2629,90.8117,0.0799453,633.7824,642.6943,13,0.4491,2,0.0691,5,28,0.9672,8930,5111,176.5458,0.195009,9028,222,218,4,0,0,7.6684,3205,4924,84,3070,4440,80,135,484,4,4835,7483,132,5053,6916,126,-218,567,6
Summer,0,1,10.12,7,Red,jng,Akaadian,Dignitas,Lee Sin,Varus,Twisted Fate,Aphelios,LeBlanc,Ekko,1737,0,2,3,1,4,8,0,0,0,0,0,0,0,1,0.1382,0.4145,0,0,3994,137.962,0.121454,754.1623,650.8808,10,0.3454,8,0.2763,5,29,1.0017,8761,4942,170.7081,0.188561,8400,164,13,151,104,14,5.6649,2845,2722,56,2690,2816,51,155,-94,5,4436,4716,88,4012,4205,74,424,511,14
Summer,0,1,10.12,8,Red,mid,Froggen,Dignitas,Orianna,Varus,Twisted Fate,Aphelios,LeBlanc,Ekko,1737,0,1,0,3,4,8,0,0,0,0,0,0,0,0,0.1382,0.4145,0,3,16867,582.6252,0.512909,454.0587,293.2642,13,0.4491,6,0.2073,7,20,0.6908,11790,7971,275.3368,0.304134,11275,306,289,17,10,7,10.5699,3461,4608,99,3456,4980,96,5,-372,3,6032,8151,175,5668,8466,169,364,-315,6
Summer,0,1,10.12,9,Red,bot,Johnsun,Dignitas,Kai'Sa,Varus,Twisted Fate,Aphelios,LeBlanc,Ekko,1737,0,1,1,2,4,8,0,0,0,0,0,0,0,0,0.1382,0.4145,0,0,6124,211.5371,0.186225,367.4266,181.8307,14,0.4836,6,0.2073,7,30,1.0363,10428,6609,228.2902,0.252166,9625,264,248,16,13,0,9.1192,3240,3148,87,3430,3492,98,-190,-344,-11,4899,5596,139,5406,5344,157,-507,252,-18
Summer,0,1,10.12,10,Red,sup,aphromoo,Dignitas,Bard,Varus,Twisted Fate,Aphelios,LeBlanc,Ekko,1737,0,0,2,3,4,8,0,0,0,0,0,0,0,0,0.1382,0.4145,0,0,3271,112.9879,0.0994678,434.266,311.4335,46,1.5889,6,0.2073,8,85,2.9361,5395,1576,54.4387,0.0601299,5150,24,24,0,0,0,0.829,2100,2727,12,1984,2647,2,116,80,10,2972,3736,17,2962,4263,2,10,-527,15
Spring,0,1,10.03,1,Blue,top,Huni,Dignitas,Mordekaiser,Xayah,Ezreal,Yuumi,Aatrox,Syndra,1779,1,5,1,9,17,4,1,0,0,0,1,0,1,0,0.5734,0.7083,0,0,17985,606.5767,0.315211,667.1164,681.4165,12,0.4047,7,0.2361,5,36,1.2142,13684,9779,329.8145,0.256503,12375,280,260,20,11,2,9.4435,3606,4745,85,2999,4619,73,607,126,12,5703,8065,152,4473,7320,115,1230,745,37
Spring,0,1,10.03,2,Blue,jng,Grig,Dignitas,Jarvan IV,Xayah,Ezreal,Yuumi,Aatrox,Syndra,1779,1,3,0,11,17,4,0,0,0,0,1,1,0,0,0.5734,0.7083,0,0,5554,187.3187,0.0973413,688.9713,756.4924,11,0.371,11,0.371,10,45,1.5177,10797,6892,232.4452,0.180779,9600,168,21,147,72,19,5.6661,3693,3294,64,2744,2542,45,949,752,19,5133,4692,92,4197,4123,75,936,569,17
Spring,0,1,10.03,3,Blue,mid,Froggen,Dignitas,Orianna,Xayah,Ezreal,Yuumi,Aatrox,Syndra,1779,1,5,0,11,17,4,1,1,0,0,0,0,0,0,0.5734,0.7083,0,0,18787,633.6256,0.329267,151.5683,142.7656,15,0.5059,6,0.2024,6,27,0.9106,13259,9354,315.4806,0.245356,11850,287,259,28,24,1,9.6796,3505,5097,100,3426,5200,92,79,-103,8,5887,8677,169,5697,8445,157,190,232,12
Spring,0,1,10.03,4,Blue,bot,Johnsun,Dignitas,Aphelios,Xayah,Ezreal,Yuumi,Aatrox,Syndra,1779,1,4,0,7,17,4,0,0,0,0,0,0,0,0,0.5734,0.7083,1,0,12067,406.9815,0.21149,171.5346,340.9106,16,0.5396,12,0.4047,6,53,1.7875,12876,8971,302.5632,0.23531,11525,286,267,19,13,0,9.6459,3287,3126,86,3714,3224,87,-427,-98,-1,5318,5311,146,5811,6201,159,-493,-890,-13
Spring,0,1,10.03,5,Blue,sup,aphromoo,Dignitas,Thresh,Xayah,Ezreal,Yuumi,Aatrox,Syndra,1779,1,0,3,14,17,4,0,0,0,0,0,0,0,0,0.5734,0.7083,0,0,2664,89.8482,0.0466902,238.8196,200.2024,41,1.3828,11,0.371,14,70,2.3609,7033,3128,105.4975,0.0820518,6200,29,29,0,0,0,0.9781,2108,2579,13,2371,2388,12,-263,191,1,3232,4062,19,3458,3629,20,-226,433,-1
Spring,0,1,10.06,1,Blue,top,Huni,Dignitas,Aatrox,Syndra,Ornn,Tahm Kench,Sylas,LeBlanc,2163,1,2,3,9,15,8,0,0,0,0,0,0,0,1,0.4161,0.638,0,0,18027,500.0555,0.206185,997.0874,994.7018,14,0.3883,4,0.111,8,30,0.8322,12796,8108,224.9098,0.203703,11300,249,229,20,7,4,6.9071,3015,4293,68,3609,4719,83,-594,-426,-15,4827,7021,122,5821,7901,143,-994,-880,-21
Spring,0,1,10.06,2,Blue,jng,Akaadian,Dignitas,Pantheon,Syndra,Ornn,Tahm Kench,Sylas,LeBlanc,2163,1,7,1,5,15,8,2,0,0,0,0,0,0,0,0.4161,0.638,0,0,13481,373.9528,0.15419,720.3329,488.0999,9,0.2497,16,0.4438,10,54,1.4979,13148,8460,234.6741,0.212547,11625,176,35,141,92,1,4.8821,3247,3194,56,3065,3221,59,182,-27,-3,4961,5008,82,4421,5214,88,540,-206,-6
Spring,0,1,10.06,3,Blue,mid,Froggen,Dignitas,Orianna,Syndra,Ornn,Tahm Kench,Sylas,LeBlanc,2163,1,3,0,7,15,8,0,0,0,0,0,0,0,0,0.4161,0.638,0,0,28671,795.3121,0.327927,288.3773,252.233,14,0.3883,15,0.4161,9,56,1.5534,15225,10537,292.2885,0.26473,14185,316,295,21,17,0,8.7656,3449,5043,100,2989,4487,76,460,556,24,5854,8319,168,4815,7275,134,1039,1044,34
Spring,0,1,10.06,4,Blue,bot,Johnsun,Dignitas,Aphelios,Syndra,Ornn,Tahm Kench,Sylas,LeBlanc,2163,1,3,1,5,15,8,0,0,0,0,0,0,0,0,0.4161,0.638,1,0,22957,636.81,0.262573,225.742,379.4452,17,0.4716,17,0.4716,7,62,1.7198,14192,9504,263.6338,0.238777,13425,300,254,46,27,4,8.3218,3279,3146,88,3364,3268,93,-85,-122,-5,5040,4669,123,5023,5497,144,17,-828,-21
Spring,0,1,10.06,5,Blue,sup,aphromoo,Dignitas,Nautilus,Syndra,Ornn,Tahm Kench,Sylas,LeBlanc,2163,1,0,3,6,15,8,0,0,0,0,0,0,0,0,0.4161,0.638,0,0,4295,119.1401,0.0491245,398.8627,667.1012,48,1.3315,8,0.2219,14,88,2.4411,7882,3194,88.5992,0.0802434,7050,35,35,0,0,0,0.9709,2112,2842,17,1980,2483,12,132,359,5,3326,4312,26,3016,3426,20,310,886,6
Spring,0,1,10.06,6,Red,top,Huni,Dignitas,Renekton,Senna,Aphelios,Syndra,Olaf,Trundle,2735,0,3,5,6,13,16,0,0,0,0,0,0,0,0,0.2852,0.6362,0,0,24290,532.8702,0.238158,1105.1846,1061.1115,13,0.2852,15,0.3291,7,55,1.2066,15219,9364,205.426,0.215557,15005,321,293,28,9,6,7.042,2885,4369,73,3041,4561,69,-156,-192,4,5222,7339,128,4558,7278,115,664,61,13
Spring,0,1,10.06,7,Red,jng,Akaadian,Dignitas,Pantheon,Senna,Aphelios,Syndra,Olaf,Trundle,2735,0,5,5,4,13,16,0,0,0,0,0,0,0,0,0.2852,0.6362,0,0,14004,307.2176,0.137306,995.6709,688.1682,20,0.4388,17,0.3729,19,53,1.1627,14410,8555,187.6782,0.196934,14175,231,37,194,144,4,5.0676,2814,2957,52,2977,3217,66,-163,-260,-14,4655,4888,86,4625,4678,97,30,210,-11
Spring,0,1,10.06,8,Red,mid,Froggen,Dignitas,Viktor,Senna,Aphelios,Syndra,Olaf,Trundle,2735,0,3,1,5,13,16,0,0,0,0,1,1,0,0,0.2852,0.6362,0,0,36179,793.6892,0.354727,274.1353,373.6892,18,0.3949,9,0.1974,11,43,0.9433,16163,10308,226.1353,0.237287,16125,375,334,41,34,0,8.2267,3674,4803,88,3437,4799,95,237,4,-7,5588,7687,146,5688,8167,162,-100,-480,-16
Spring,0,1,10.06,9,Red,bot,Johnsun,Dignitas,Ashe,Senna,Aphelios,Syndra,Olaf,Trundle,2735,0,2,3,8,13,16,0,0,0,0,1,0,1,0,0.2852,0.6362,0,2,24753,543.0274,0.242698,312.5923,373.075,20,0.4388,40,0.8775,9,148,3.2468,18038,12183,267.2687,0.280449,18325,428,388,40,34,0,9.3894,3434,3341,91,3141,3241,88,293,100,3,5429,5458,147,4966,5109,142,463,349,5
Spring,0,1,10.06,10,Red,sup,aphromoo,Dignitas,Tahm Kench,Senna,Aphelios,Syndra,Olaf,Trundle,2735,0,0,2,11,13,16,0,0,0,0,1,0,1,0,0.2852,0.6362,0,0,2765,60.6581,0.0271102,517.3382,716.3583,70,1.5356,7,0.1536,20,94,2.0622,8886,3031,66.4936,0.0697728,7470,30,30,0,0,0,0.6581,2019,2448,12,1967,1956,11,52,492,1,3216,4346,20,3069,3533,17,147,813,3
Spring,0,1,10.04,6,Red,top,Huni,Dignitas,Mordekaiser,Ornn,Aphelios,Senna,Olaf,LeBlanc,1895,0,0,3,1,2,8,0,0,0,0,0,0,0,0,0.0633,0.3166,0,0,6870,217.5198,0.244336,454.2586,503.6201,10,0.3166,6,0.19,5,24,0.7599,9565,5424,171.7361,0.195537,9330,247,242,5,5,0,7.8206,3141,4721,81,3361,5005,95,-220,-284,-14,4618,7335,127,5271,8083,155,-653,-748,-28
Spring,0,1,10.04,7,Red,jng,Akaadian,Dignitas,Rek'Sai,Ornn,Aphelios,Senna,Olaf,LeBlanc,1895,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0.0633,0.3166,0,0,2373,75.1346,0.0843973,721.1715,432.7599,31,0.9815,17,0.5383,13,71,2.248,8489,4348,137.6675,0.156744,8150,183,28,155,113,4,5.7942,2846,2752,56,3028,3114,60,-182,-362,-4,4376,4758,96,4474,4700,89,-98,58,7
Spring,0,1,10.04,8,Red,mid,Froggen,Dignitas,Zoe,Ornn,Aphelios,Senna,Olaf,LeBlanc,1895,0,1,0,1,2,8,0,0,0,0,0,0,0,0,0.0633,0.3166,0,0,8878,281.0976,0.315752,215.5251,86.9446,13,0.4116,7,0.2216,9,31,0.9815,11529,7388,233.9208,0.266345,11560,311,291,20,20,0,9.847,3396,4945,93,3335,4861,95,61,84,-2,5314,7691,153,5510,7820,158,-196,-129,-5
Spring,0,1,10.04,9,Red,bot,Johnsun,Dignitas,Miss Fortune,Ornn,Aphelios,Senna,Olaf,LeBlanc,1895,0,0,1,2,2,8,0,0,0,0,0,0,0,0,0.0633,0.3166,0,2,8056,255.0712,0.286517,239.9367,295.029,14,0.4433,9,0.285,4,39,1.2348,12356,8215,260.1055,0.29616,12500,324,310,14,6,0,10.2586,3174,3245,84,3387,3101,93,-213,144,-9,5026,5983,145,5466,5060,141,-440,923,4
Spring,0,1,10.04,10,Red,sup,aphromoo,Dignitas,Thresh,Ornn,Aphelios,Senna,Olaf,LeBlanc,1895,0,1,2,0,2,8,0,0,0,0,0,0,0,1,0.0633,0.3166,0,0,1940,61.4248,0.0689974,274.5435,300.3166,35,1.1082,14,0.4433,10,87,2.7546,6505,2364,74.8496,0.0852147,5850,38,38,0,0,0,1.2032,2060,2760,14,2183,3100,18,-123,-340,-4,3035,3570,21,3792,4320,30,-757,-750,-9
Summer,0,1,10.15,1,Blue,top,V1per,Dignitas,Sett,Olaf,Karma,Volibear,Urgot,Poppy,2587,0,4,5,3,13,15,1,0,0,0,0,0,0,0,0.3015,0.6494,0,2,19194,445.1643,0.196005,837.4952,1262.7368,9,0.2087,6,0.1392,9,29,0.6726,15793,10240,237.4952,0.229042,15425,323,290,33,5,12,7.4913,3699,4531,79,2765,3871,60,934,660,19,6167,7464,138,4490,6822,115,1677,642,23
Summer,0,1,10.15,2,Blue,jng,Dardoch,Dignitas,Lee Sin,Olaf,Karma,Volibear,Urgot,Poppy,2587,0,2,6,7,13,15,0,0,0,0,1,0,1,0,0.3015,0.6494,0,0,10993,254.9594,0.112258,737.673,1010.1198,23,0.5334,16,0.3711,13,65,1.5075,13436,7883,182.8295,0.176322,14052,222,31,191,125,26,5.1488,3246,3320,55,2863,2650,48,383,670,7,5682,5330,88,4449,4406,78,1233,924,10
Summer,0,1,10.15,3,Blue,mid,Fenix,Dignitas,LeBlanc,Olaf,Karma,Volibear,Urgot,Poppy,2587,0,3,0,4,13,15,0,0,0,0,1,1,0,0,0.3015,0.6494,0,1,33022,765.8755,0.337214,585.9219,414.4105,14,0.3247,10,0.2319,11,49,1.1365,14667,9114,211.38,0.203856,14775,327,303,24,20,0,7.5841,3888,4973,83,3167,4112,78,721,861,5,5894,8066,144,5522,7359,142,372,707,2
Summer,0,1,10.15,4,Blue,bot,Johnsun,Dignitas,Caitlyn,Olaf,Karma,Volibear,Urgot,Poppy,2587,0,3,2,3,13,15,0,0,0,0,0,0,0,0,0.3015,0.6494,0,0,25997,602.9455,0.265476,376.4206,284.0897,20,0.4639,27,0.6262,7,86,1.9946,19441,13888,322.1028,0.310639,20275,489,446,43,26,4,11.3413,3492,3202,95,3266,2982,78,226,220,17,5374,5431,149,4970,5038,120,404,393,29
Summer,0,1,10.15,5,Blue,sup,aphromoo,Dignitas,Lux,Olaf,Karma,Volibear,Urgot,Poppy,2587,0,1,2,7,13,15,0,0,0,0,0,0,0,0,0.3015,0.6494,0,0,8720,202.242,0.0890468,142.961,253.823,50,1.1596,13,0.3015,16,94,2.1801,9136,3583,83.1001,0.0801412,8550,47,47,0,0,0,1.0901,2033,2596,14,2238,2549,12,-205,47,2,3126,3835,24,3409,3806,20,-283,29,4
Summer,1,1,10.16,1,Blue,top,V1per,Dignitas,Renekton,LeBlanc,Akali,Ashe,Nidalee,Zilean,2114,0,3,4,4,10,13,0,0,0,0,0,0,0,1,0.2838,0.6528,0,0,11474,325.6575,0.26754,785.0804,645.1277,12,0.3406,6,0.1703,3,30,0.8515,13140,8552,242.7247,0.226634,12275,297,293,4,1,0,8.4295,3125,4258,79,3750,4770,83,-625,-512,-4,4886,6298,115,6133,7571,123,-1247,-1273,-8
Summer,1,1,10.16,2,Blue,jng,Dardoch,Dignitas,Olaf,LeBlanc,Akali,Ashe,Nidalee,Zilean,2114,0,0,3,5,10,13,0,0,0,0,0,0,0,0,0.2838,0.6528,0,1,8699,246.8969,0.202835,1016.4522,1060.9272,9,0.2554,7,0.1987,12,41,1.1637,12369,7781,220.842,0.206201,11750,256,49,207,145,12,7.2658,3610,3859,72,3142,2808,56,468,1051,16,5363,6076,111,4677,5287,92,686,789,19
Summer,1,1,10.16,3,Blue,mid,Fenix,Dignitas,Orianna,LeBlanc,Akali,Ashe,Nidalee,Zilean,2114,0,2,3,4,10,13,1,0,0,0,0,0,0,0,0.2838,0.6528,0,0,7175,203.6424,0.1673,386.3387,329.8013,9,0.2554,7,0.1987,6,22,0.6244,12887,8299,235.544,0.219929,12300,312,268,44,40,4,8.8553,3892,4992,92,3666,5025,90,226,-33,2,5918,7753,139,6920,8224,145,-1002,-471,-6
Summer,1,1,10.16,4,Blue,bot,Johnsun,Dignitas,Senna,LeBlanc,Akali,Ashe,Nidalee,Zilean,2114,0,5,1,2,10,13,1,0,0,0,0,0,0,0,0.2838,0.6528,0,0,13592,385.7711,0.316926,357.5024,202.9896,18,0.5109,14,0.3974,7,54,1.5326,15452,10864,308.3444,0.287904,14225,312,300,12,12,0,8.8553,3839,3706,91,3278,2845,82,561,861,9,6277,6141,132,5542,5327,132,735,814,0
Summer,1,1,10.16,5,Blue,sup,aphromoo,Dignitas,Braum,LeBlanc,Akali,Ashe,Nidalee,Zilean,2114,0,0,2,3,10,13,0,0,0,0,0,0,0,0,0.2838,0.6528,0,0,1947,55.2602,0.0453984,351.088,249.9905,53,1.5043,12,0.3406,17,87,2.4693,6827,2239,63.5478,0.0593319,6425,34,34,0,0,0,0.965,2226,2764,15,1858,2703,2,368,61,13,3354,3502,22,3005,4427,11,349,-925,11
Summer,0,1,10.14,6,Red,top,V1per,Dignitas,Jayce,Olaf,Volibear,Twisted Fate,Galio,Orianna,1522,0,0,4,1,3,9,0,0,0,0,0,0,0,1,0.1183,0.4731,0,0,6520,257.0302,0.224657,405.7687,210.9461,10,0.3942,1,0.0394,2,15,0.5913,7864,4484,176.7674,0.204292,7325,194,190,4,4,0,7.6478,2974,4190,67,3627,4695,80,-653,-505,-13,4749,6467,108,6327,7576,123,-1578,-1109,-15
Summer,0,1,10.14,7,Red,jng,Dardoch,Dignitas,Karthus,Olaf,Volibear,Twisted Fate,Galio,Orianna,1522,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0.1183,0.4731,0,0,9321,367.4507,0.32117,743.8502,297.9501,6,0.2365,6,0.2365,7,24,0.9461,8754,5374,211.8528,0.244845,8625,177,19,158,128,7,6.9777,3973,4342,74,3505,3653,70,468,689,4,6020,7138,119,5087,5322,100,933,1816,19
Summer,0,1,10.14,8,Red,mid,Fenix,Dignitas,Ekko,Olaf,Volibear,Twisted Fate,Galio,Orianna,1522,0,0,2,1,3,9,0,0,0,0,0,0,0,0,0.1183,0.4731,0,0,5554,218.9488,0.191372,548.1997,365.6373,7,0.276,5,0.1971,4,19,0.749,9281,5901,232.6281,0.268858,9000,237,225,12,7,0,9.343,3404,5187,91,3519,4811,99,-115,376,-8,5592,8372,155,5420,7869,157,172,503,-2
Summer,0,1,10.14,9,Red,bot,Johnsun,Dignitas,Ashe,Olaf,Volibear,Twisted Fate,Galio,Orianna,1522,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0.1183,0.4731,0,1,6195,244.2181,0.213459,239.0933,100.565,12,0.4731,8,0.3154,6,35,1.3798,7958,4578,180.4731,0.208575,8000,201,197,4,0,0,7.9238,3169,2611,77,3407,3270,94,-238,-659,-17,4760,4490,121,5412,5426,150,-652,-936,-29
Summer,0,1,10.14,10,Red,sup,aphromoo,Dignitas,Tahm Kench,Olaf,Volibear,Twisted Fate,Galio,Orianna,1522,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0.1183,0.4731,0,0,1432,56.452,0.0493419,224.9014,146.4126,26,1.025,3,0.1183,10,43,1.6951,4992,1612,63.548,0.0734291,3950,28,28,0,0,0,1.1038,2082,2701,11,2089,2945,12,-7,-244,-1,3042,3808,17,3288,4164,19,-246,-356,-2
Spring,0,1,10.04,6,Red,top,Huni,Dignitas,Lucian,Aphelios,Senna,Sett,Zoe,Syndra,1861,0,0,3,1,1,10,0,0,0,0,0,0,0,0,0.0322,0.3546,0,1,9848,317.5067,0.368991,490.0591,248.2214,7,0.2257,6,0.1934,3,20,0.6448,10414,6342,204.4707,0.235596,10175,254,245,9,7,1,8.1891,3166,4478,88,2961,4198,64,205,280,24,4696,6129,121,4407,6562,98,289,-433,23
Spring,0,1,10.04,7,Red,jng,Grig,Dignitas,Elise,Aphelios,Senna,Sett,Zoe,Syndra,1861,0,1,2,0,1,10,0,0,0,0,0,0,0,0,0.0322,0.3546,0,0,4222,136.1204,0.158193,511.4347,211.3057,21,0.6771,13,0.4191,7,52,1.6765,8511,4439,143.1166,0.164902,8350,170,34,136,104,8,5.4809,3202,3285,68,3214,3353,67,-12,-68,1,4702,5354,106,5011,5027,100,-309,327,6
Spring,0,1,10.04,8,Red,mid,Froggen,Dignitas,Anivia,Aphelios,Senna,Sett,Zoe,Syndra,1861,0,0,2,1,1,10,0,0,0,0,0,0,0,0,0.0322,0.3546,0,1,3826,123.353,0.143355,558.9253,410.7147,14,0.4514,4,0.129,12,25,0.806,10564,6492,209.3068,0.241168,10535,275,252,23,20,2,8.8662,3743,5048,103,3482,4942,98,261,106,5,5316,7196,147,5598,7849,154,-282,-653,-7
Spring,0,1,10.04,9,Red,bot,Johnsun,Dignitas,Jinx,Aphelios,Senna,Sett,Zoe,Syndra,1861,0,0,2,0,1,10,0,0,0,0,0,0,0,0,0.0322,0.3546,0,1,7426,239.4197,0.278242,273.3692,307.8667,12,0.3869,16,0.5159,3,40,1.2896,11845,7773,250.6072,0.288756,11775,325,298,27,23,0,10.4782,3960,3523,102,3974,3386,100,-14,137,2,5589,5571,150,6560,5697,154,-971,-126,-4
Spring,0,1,10.04,10,Red,sup,aphromoo,Dignitas,Tahm Kench,Aphelios,Senna,Sett,Zoe,Syndra,1861,0,0,1,0,1,10,0,0,0,0,0,0,0,1,0.0322,0.3546,0,0,1367,44.0731,0.0512196,227.9097,266.0828,35,1.1284,8,0.2579,9,71,2.2891,5945,1873,60.3869,0.0695781,5775,26,26,0,0,0,0.8383,2427,2664,11,2534,2708,12,-107,-44,-1,3224,3248,15,3837,3973,18,-613,-725,-3
Summer,0,1,10.15,1,Blue,top,V1per,Dignitas,Renekton,Olaf,Kalista,Ezreal,Jayce,Galio,2467,0,2,3,8,13,12,0,0,0,0,1,0,1,0,0.3162,0.608,0,1,10334,251.3336,0.129065,990.1824,1210.5067,18,0.4378,5,0.1216,6,34,0.8269,14309,9001,218.9137,0.201843,13875,309,301,8,3,1,7.5152,3151,4382,72,3300,4463,85,-149,-81,-13,5038,7542,133,5295,7186,139,-257,356,-6
Summer,0,1,10.15,2,Blue,jng,Dardoch,Dignitas,Lillia,Olaf,Kalista,Ezreal,Jayce,Galio,2467,0,3,4,6,13,12,0,0,0,0,1,1,0,0,0.3162,0.608,0,0,18954,460.9809,0.236724,793.4009,595.6465,10,0.2432,19,0.4621,14,66,1.6052,14987,9679,235.4033,0.217048,17225,311,76,235,174,12,7.5638,3564,3866,67,3290,3723,76,274,143,-9,5639,6259,109,5278,6120,122,361,139,-13
Summer,0,1,10.15,3,Blue,mid,Fenix,Dignitas,Sett,Olaf,Kalista,Ezreal,Jayce,Galio,2467,0,2,2,10,13,12,0,0,0,0,0,0,0,0,0.3162,0.608,0,0,15007,364.9858,0.187428,967.4909,1831.7146,11,0.2675,5,0.1216,8,34,0.8269,14368,9060,220.3486,0.203166,15840,281,274,7,5,0,6.8342,3094,4897,81,3533,5203,101,-439,-306,-20,5012,7620,122,5215,7805,150,-203,-185,-28
Summer,0,1,10.15,4,Blue,bot,Johnsun,Dignitas,Ashe,Olaf,Kalista,Ezreal,Jayce,Galio,2467,0,5,1,7,13,12,1,0,0,0,0,0,0,0,0.3162,0.608,0,0,28635,696.4329,0.357634,471.1471,324.7102,18,0.4378,27,0.6567,7,100,2.4321,18611,13303,323.5428,0.298317,18225,414,382,32,20,0,10.0689,3400,3247,94,3448,3152,99,-48,95,-5,5164,5275,137,5036,4835,139,128,440,-2
Summer,0,1,10.15,5,Blue,sup,aphromoo,Dignitas,Karma,Olaf,Kalista,Ezreal,Jayce,Galio,2467,0,1,2,9,13,12,0,0,0,0,0,0,0,0,0.3162,0.608,0,0,7138,173.6036,0.0891492,290.4905,227.5963,63,1.5322,25,0.608,22,105,2.5537,8859,3551,86.364,0.0796258,8400,52,52,0,0,0,1.2647,2112,2705,18,2034,2971,12,78,-266,6,3538,3941,24,3297,4092,22,241,-151,2
Spring,0,1,10.03,6,Red,top,Huni,Dignitas,Soraka,Aatrox,Xayah,Irelia,Jarvan IV,Zoe,1770,1,0,2,7,13,7,0,0,0,0,0,0,0,1,0.4407,0.678,0,0,10266,348,0.186763,304.6102,214.8475,14,0.4746,2,0.0678,6,27,0.9153,8904,5018,170.1017,0.15191,8800,170,170,0,0,0,5.7627,2768,4627,65,3021,4475,65,-253,152,0,4560,7676,121,4709,7255,112,-149,421,9
Spring,0,1,10.03,7,Red,jng,Grig,Dignitas,Olaf,Aatrox,Xayah,Irelia,Jarvan IV,Zoe,1770,1,6,1,3,13,7,1,0,0,0,0,0,0,0,0.4407,0.678,0,0,12102,410.2373,0.220164,1052.6441,843.2881,11,0.3729,14,0.4746,10,53,1.7966,11646,7760,263.0508,0.234926,10300,176,30,146,90,12,5.9661,3351,3887,79,3272,2916,56,79,971,23,4806,6042,113,4835,4788,91,-29,1254,22
